condition	name	pvalue	X	combinedScore	enrichedSubstrates	zscore
DU145_TNF_Erlotinib	CAM-KII-A	0.165595706646448	184	0	['EGFR']	0
DU145_TNF_Erlotinib	GSG2	0.165595706646448	185	0	['HIST1H3A']	0
DU145_TNF_Erlotinib	SGK2	0.165595706646448	186	0	['GSK3B']	0
DU145_TNF_Erlotinib	PNCK	0.165595706646448	187	0	['HSP90AA1']	0
DU145_TNF_Erlotinib	MAPK15	0.165595706646448	188	0	['JUN']	0
DU145_TNF_Erlotinib	MAP3K6	0.172443590676137	189	0	['MAPK8']	0
DU145_TNF_Erlotinib	TLK1	0.172443590676137	190	0	['HIST1H3A']	0
DU145_TNF_Erlotinib	SIK1	0.172443590676137	191	0	['NCOR2']	0
DU145_TNF_Erlotinib	MAP4K4	0.172443590676137	192	0	['SMARCA4']	0
DU145_TNF_Erlotinib	CDK16	0.179236119340578	193	0	['SMARCA4']	0
DU145_TNF_Erlotinib	FRK	0.179236119340578	194	0	['FOS']	0
DU145_TNF_Erlotinib	CSNK1G2	0.179236119340578	195	0	['EHMT2']	0
DU145_TNF_Erlotinib	CSNK1G1	0.179236119340578	196	0	['RELA']	0
DU145_TNF_Erlotinib	MAP3K11	0.179236119340578	197	0	['PIN1']	0
DU145_TNF_Erlotinib	MERTK	0.179236119340578	198	0	['STAT3']	0
DU145_TNF_Erlotinib	DYRK3	0.179236119340578	199	0	['SIRT1']	0
DU145_TNF_Erlotinib	AURKC	0.179236119340578	200	0	['HIST1H3A']	0
DU145_TNF_Erlotinib	CAMK2G	0.179236119340578	201	0	['STAT1']	0
DU145_TNF_Erlotinib	YES	0.185973733288531	202	0	['EGFR']	0
DU145_TNF_Erlotinib	MYLK	0.192656869699051	203	0	['MAPK3']	0
DU145_TNF_Erlotinib	PIM2	0.192656869699051	204	0	['MYC']	0
DU145_TNF_Erlotinib	EPHB3	0.192656869699051	205	0	['SMARCA4']	0
DU145_TNF_Erlotinib	EPHA8	0.192656869699051	206	0	['SMARCA4']	0
DU145_TNF_Erlotinib	PLK1	0.199114216009124	207	0	['MYC', 'CCNT1', 'YY1', 'PIN1']	0
DU145_TNF_Erlotinib	MKNK1	0.199285962331445	208	0	['MAPK3']	0
DU145_TNF_Erlotinib	CAMKIIGAMMA	0.205861441552006	209	0	['EGFR']	0
DU145_TNF_Erlotinib	PRKG2	0.205861441552006	210	0	['RUNX1']	0
DU145_TNF_Erlotinib	ACVR1	0.205861441552006	211	0	['STAT1']	0
DU145_TNF_Erlotinib	CK1EPSILON	0.205861441552006	212	0	['FOXO1']	0
DU145_TNF_Erlotinib	FGFR3	0.205861441552006	213	0	['STAT1']	0
DU145_TNF_Erlotinib	RPS6KB2	0.205861441552006	214	0	['GSK3B']	0
DU145_TNF_Erlotinib	TTK	0.212114784154109	215	0	['CDK2', 'HSP90AA1']	0
DU145_TNF_Erlotinib	AKT3	0.212383734339412	216	0	['GSK3B']	0
DU145_TNF_Erlotinib	SGK3	0.212383734339412	217	0	['GSK3B']	0
DU145_TNF_Erlotinib	IRAK1	0.212383734339412	218	0	['STAT3']	0
DU145_TNF_Erlotinib	FYN	0.21598226317077	219	0	['SPI1', 'FOS', 'STAT1']	0
DU145_TNF_Erlotinib	JAK3	0.218853264337932	220	0	['STAT1']	0
DU145_TNF_Erlotinib	PTK6	0.218853264337932	221	0	['EGFR']	0
DU145_TNF_Erlotinib	CAMK4	0.218853264337932	222	0	['RELA']	0
DU145_TNF_Erlotinib	STK3	0.218853264337932	223	0	['HIST1H3A']	0
DU145_TNF_Erlotinib	GRK2	0.218853264337932	224	0	['SMAD2']	0
DU145_TNF_Erlotinib	PRKCH	0.225270451861722	225	0	['GSK3B']	0
DU145_TNF_Erlotinib	TEC	0.225270451861722	226	0	['RUNX1']	0
DU145_TNF_Erlotinib	NEK6	0.231635713927681	227	0	['STAT3']	0
DU145_TNF_Erlotinib	AXL	0.231635713927681	228	0	['STAT3']	0
DU145_TNF_Erlotinib	FER	0.231635713927681	229	0	['STAT3']	0
DU145_TNF_Erlotinib	EIF2AK2	0.237949464288684	230	0	['RUNX1']	0
DU145_TNF_Erlotinib	MAPKAPK5	0.237949464288684	231	0	['MAPK11']	0
DU145_TNF_Erlotinib	PKAALPHA	0.242354451063737	232	0	['FOS', 'RELA']	0
DU145_TNF_Erlotinib	EPHB1	0.2442121134413	233	0	['STAT3']	0
DU145_TNF_Erlotinib	STK4	0.2442121134413	234	0	['H2AFX']	0
DU145_TNF_Erlotinib	BMPR1B	0.2442121134413	235	0	['SMAD2']	0
DU145_TNF_Erlotinib	ZAP70	0.2442121134413	236	0	['MAPK11']	0
DU145_TNF_Erlotinib	PKG1CGKI	0.262697510543664	237	0	['SP1']	0
DU145_TNF_Erlotinib	BLK	0.280737468555096	238	0	['EGFR']	0
DU145_TNF_Erlotinib	STK11	0.28665363593316	239	0	['SMAD4']	0
DU145_TNF_Erlotinib	MAP2K7	0.28665363593316	240	0	['MAPK8']	0
DU145_TNF_Erlotinib	HCK	0.28665363593316	241	0	['SPI1']	0
DU145_TNF_Erlotinib	KIT	0.28665363593316	242	0	['STAT3']	0
DU145_TNF_Erlotinib	RIPK1	0.298342559926225	243	0	['PML']	0
DU145_TNF_Erlotinib	RIPK2	0.309842803858289	244	0	['HSP90AA1']	0
DU145_TNF_Erlotinib	MAP2K6	0.309842803858289	245	0	['MAPK11']	0
DU145_TNF_Erlotinib	PRKCI	0.33228920270959	246	0	['SP1']	0
DU145_TNF_Erlotinib	FGR	0.348650686110828	247	0	['HSP90AA1']	0
DU145_TNF_Erlotinib	CK1DELTA	0.364617177837146	248	0	['FOXO1']	0
DU145_TNF_Erlotinib	CAMKIIBETA	0.364617177837146	249	0	['FOS']	0
DU145_TNF_Erlotinib	ABL	0.380198070397509	250	0	['CDK2']	0
DU145_TNF_Erlotinib	PKAGAMMA	0.3853076041694	251	0	['RELA']	0
DU145_TNF_Erlotinib	ERBB3	0.3853076041694	252	0	['EGFR']	0
DU145_TNF_Erlotinib	PRKG1	0.424717809372858	253	0	['SRF']	0
DU145_TNF_Erlotinib	TYK2	0.457153039107612	254	0	['STAT3']	0
DU145_TNF_Erlotinib	MAP3K3	0.457845861520441	255	0	['RUVBL2', 'STUB1']	0
DU145_TNF_Erlotinib	CDK7	0.466084740776209	256	0	['CDK2']	0
DU145_TNF_Erlotinib	AURORAB	0.474871675696936	257	0	['RB1']	0
DU145_TNF_PD0325901	CSNK2A1	1.35561777959401e-19	0	0	['ATF2', 'SPI1', 'CSNK2A1', 'PPARGC1A', 'JUN', 'NELFE', 'FOS', 'SIRT1', 'STAT1', 'YY1', 'PIM1', 'MSH2', 'MAX', 'PIN1', 'HSP90AA1', 'STUB1', 'SMARCA4', 'RELA', 'CCND1', 'VDR', 'HMGA1', 'IRF1', 'TAF7', 'RB1', 'TRRAP', 'MYC', 'MYB', 'PRKDC', 'HIF1A', 'NCOR1', 'RPL11', 'CDKN2A', 'CUL3', 'CDK2', 'BCL2', 'CEBPB', 'HDAC2', 'HDAC3', 'PML', 'TUBB', 'SMAD4', 'SMAD3', 'USP37', 'H2AFX', 'RBL2', 'RBL1', 'MAPK1']	0
DU145_TNF_PD0325901	CDK1	6.84633137908709e-18	1	0	['ATF2', 'CSNK2A1', 'GATA2', 'PPARGC1A', 'JUN', 'NELFE', 'FOS', 'SIRT1', 'SIRT2', 'STAT1', 'CCNT1', 'PIM1', 'MSH2', 'SP1', 'HSP90AA1', 'E2F4', 'STUB1', 'SMARCA4', 'RELA', 'CCND1', 'HMGA1', 'TAF1', 'RB1', 'TRRAP', 'HNRNPU', 'MYC', 'MYB', 'PRKDC', 'HIF1A', 'NCOR1', 'CDKN2A', 'CDK2', 'BCL2', 'CEBPA', 'CEBPB', 'HDAC2', 'PML', 'KAT5', 'TUBB', 'SMAD4', 'SMAD3', 'H2AFX', 'RBL2', 'RBL1', 'MAPK8', 'MAPK1', 'MAPK3']	0
DU145_TNF_PD0325901	MAPK14	1.129644015266e-17	2	0	['ATF2', 'PPARGC1A', 'JUN', 'NELFE', 'FOS', 'STAT1', 'YY1', 'PIM1', 'MSH2', 'SP1', 'HSP90AA1', 'SMARCA4', 'RELA', 'CCND1', 'HMGA1', 'RB1', 'TRRAP', 'HNRNPU', 'MYC', 'MYB', 'PRKDC', 'HIF1A', 'NCOR1', 'CDKN2A', 'CDK2', 'BCL2', 'CEBPA', 'CEBPB', 'KAT5', 'HIST1H3A', 'TUBB', 'SMAD4', 'SMAD3', 'USP37', 'RBL2', 'MAPK8', 'MAPK1']	0
DU145_TNF_PD0325901	CDK4	1.74291664221995e-16	3	0	['RB1', 'ATF2', 'TRRAP', 'CCND1', 'MYC', 'MYB', 'MAX', 'SMAD2', 'JUN', 'SMAD3', 'SP1', 'CDK2', 'BCL2', 'HSP90AA1', 'RBL2', 'RBL1', 'CEBPA', 'CEBPB', 'CDKN2A']	0
DU145_TNF_PD0325901	MAPK1	3.51842688373324e-13	4	0	['RB1', 'ATF2', 'MYC', 'MYB', 'CSNK2A1', 'HIF1A', 'JUN', 'FOS', 'CDKN2A', 'STAT1', 'PIM1', 'SP1', 'CDK2', 'BCL2', 'CEBPA', 'CEBPB', 'PML', 'HIST1H3A', 'TUBB', 'RELA', 'CCND1', 'SMAD2', 'SMAD4', 'SMAD3', 'HMGA1', 'RBL2', 'MAPK8', 'MAPK1']	0
DU145_TNF_PD0325901	MAPK3	1.59000592190908e-11	5	0	['ATF2', 'MYC', 'MYB', 'JUN', 'FOS', 'STAT1', 'CCND1', 'SMAD2', 'SMAD4', 'SMAD3', 'SP1', 'CDK2', 'BCL2', 'CEBPA', 'CEBPB', 'MAPK8', 'E2F4', 'MAPK3', 'PML', 'STUB1']	0
DU145_TNF_PD0325901	ERK2	4.3256865737935e-11	6	0	['RB1', 'ATF2', 'MYC', 'MYB', 'SMAD2', 'JUN', 'SMAD4', 'SMAD3', 'SP1', 'BCL2', 'FOS', 'CEBPB', 'CBL', 'RELA', 'STAT1']	0
DU145_TNF_PD0325901	CDK2	7.20735340417425e-11	7	0	['ATF2', 'JUN', 'FOS', 'MSH2', 'SP1', 'E2F4', 'SMARCA4', 'HNRNPU', 'PRKDC', 'CDKN2A', 'BCL2', 'CEBPB', 'HDAC2', 'PML', 'KAT5', 'TUBB', 'H2AFX', 'RBL2', 'RBL1', 'MAPK8', 'MAPK1', 'NELFE', 'SIRT2', 'STAT1', 'CCNT1', 'YY1', 'RUVBL2', 'PIM1', 'HSP90AA1', 'MNT', 'CCND1', 'SNIP1', 'HMGA1', 'TAF4', 'TAF1', 'RB1', 'MYC', 'MYB', 'HIF1A', 'RPL11', 'CDK9', 'CDK2', 'SMAD2', 'SMAD4', 'SMAD3', 'USP37']	0
DU145_TNF_PD0325901	ERK1	8.37332186553462e-11	8	0	['ATF2', 'KAT5', 'MYC', 'HIF1A', 'SMAD2', 'JUN', 'SMAD4', 'SMAD3', 'SP1', 'BCL2', 'FOS', 'CEBPB', 'RELA', 'MAPK8', 'STAT1']	0
DU145_TNF_PD0325901	MAPK8	1.05399901707146e-10	9	0	['ATF2', 'MYC', 'MYB', 'JUN', 'TUBB', 'FOS', 'SIRT1', 'CDKN2A', 'STAT1', 'CCND1', 'HMGA1', 'SP1', 'BCL2', 'H2AFX', 'RBL2', 'MAPK1', 'STUB1']	0
DU145_TNF_PD0325901	JNK1	1.11228398585458e-10	10	0	['ATF2', 'MYC', 'FOS', 'SIRT1', 'HIF1A', 'RELA', 'MAPK8', 'SMAD2', 'JUN', 'SMAD3', 'SP1', 'BCL2']	0
DU145_TNF_PD0325901	HIPK2	1.16321381158798e-10	11	0	['MYC', 'MYB', 'PRKDC', 'HIF1A', 'SMAD2', 'SMAD3', 'HMGA1', 'BCL2', 'SIRT1', 'NCOR1', 'CEBPB', 'RELA', 'MAPK8', 'PML']	0
DU145_TNF_PD0325901	GSK3B	1.17161143270619e-10	12	0	['ATF2', 'GATA2', 'JUN', 'FOS', 'MSH2', 'SP1', 'TRIM24', 'SMARCA4', 'RELA', 'NCOR1', 'CDKN2A', 'BCL2', 'CEBPA', 'CEBPB', 'PML', 'KAT5', 'TUBB', 'RBL2', 'RBL1', 'MAPK8', 'MAPK1', 'SIRT1', 'STAT1', 'CCNT1', 'PIM1', 'MNT', 'CCND1', 'HMGA1', 'IRF1', 'TAF3', 'TAF1', 'RB1', 'TRRAP', 'MYC', 'MYB', 'HIF1A', 'RPL11', 'CDK2', 'SMAD2', 'SMAD4', 'SMAD3', 'USP37']	0
DU145_TNF_PD0325901	CK2ALPHA	1.73763061107596e-10	13	0	['RB1', 'ATF2', 'SPI1', 'MYC', 'MYB', 'JUN', 'SMARCA4', 'RELA', 'YY1', 'MAX', 'VDR', 'SP1', 'HSP90AA1', 'HDAC2', 'HDAC3', 'PML', 'TAF1']	0
DU145_TNF_PD0325901	AKT1	2.18035318742333e-10	14	0	['TRRAP', 'MYC', 'CSNK2A1', 'GATA2', 'HIST1H3A', 'PPARGC1A', 'JUN', 'FOS', 'NCOR1', 'CDKN2A', 'STAT1', 'GTF2F1', 'PIAS2', 'SMAD4', 'SMAD3', 'SP1', 'CDK2', 'BCL2', 'MAPK1']	0
DU145_TNF_PD0325901	JNK2	2.28688737264812e-09	15	0	['RB1', 'ATF2', 'PRKDC', 'RELA', 'MYC', 'SMAD2', 'JUN', 'FOS']	0
DU145_TNF_PD0325901	RPS6KA3	2.74982294756018e-09	16	0	['TRRAP', 'MYC', 'MYB', 'PRKDC', 'HIST1H3A', 'JUN', 'TUBB', 'FOS', 'KAT2B', 'CDKN2A', 'STAT1', 'CCND1', 'SMAD3', 'HMGA1', 'BCL2', 'RBL2', 'MAPK3']	0
DU145_TNF_PD0325901	ABL1	1.15186300665403e-08	17	0	['RB1', 'SPI1', 'CCND1', 'KAT5', 'MYC', 'JUN', 'BCL2', 'FOS', 'DDB1', 'CEBPB', 'HDAC2', 'CBL', 'STAT1']	0
DU145_TNF_PD0325901	DNAPK	1.31536154492487e-08	18	0	['TRRAP', 'KAT5', 'PRKDC', 'SMAD2', 'JUN', 'SMAD4', 'SP1', 'HSP90AA1', 'H2AFX', 'RELA', 'MAPK8']	0
DU145_TNF_PD0325901	ATM	1.18388173583217e-07	19	0	['RB1', 'ATF2', 'HNRNPU', 'KAT5', 'PRKDC', 'HIF1A', 'SMARCA4', 'MSH2', 'SP1', 'CDK2', 'HSP90AA1', 'H2AFX', 'RBL2', 'RBL1']	0
DU145_TNF_PD0325901	CSNK2A2	1.57140052087721e-07	20	0	['TRRAP', 'CCND1', 'MYC', 'JUN', 'CDK2', 'BCL2', 'NELFE', 'TUBB', 'FOS', 'RPL11', 'STAT1']	0
DU145_TNF_PD0325901	PRKCA	3.0141263027921e-07	21	0	['ATF2', 'SPI1', 'JUN', 'FOS', 'STAT1', 'PIM1', 'STUB1', 'RELA', 'MNT', 'CCND1', 'VDR', 'HMGA1', 'IRF1', 'RB1', 'MYC', 'MYB', 'NCOR1', 'CDKN2A', 'CDK9', 'BCL2', 'CEBPB', 'HIST1H3A', 'TUBB', 'SMAD3', 'RBL2', 'MAPK1']	0
DU145_TNF_PD0325901	CK2-A	4.76377770723269e-07	22	0	['SPI1', 'MYB', 'HSP90AA1', 'HDAC2', 'MAX', 'RELA', 'JUN', 'VDR']	0
DU145_TNF_PD0325901	RAF1	7.74388195923512e-07	23	0	['RB1', 'MYC', 'MYB', 'BCL2', 'PIN1', 'HSP90AA1', 'FOS', 'RBL2', 'MAPK1', 'MAPK3']	0
DU145_TNF_PD0325901	MAPK11	3.52278627393916e-06	24	0	['ATF2', 'PPARGC1A', 'JUN', 'BCL2', 'FOS', 'CEBPB', 'STAT1', 'PML', 'MAPK11']	0
DU145_TNF_PD0325901	CDC2	3.9776686060604e-06	25	0	['RB1', 'KAT5', 'MYC', 'CSNK2A1', 'PRKDC', 'JUN', 'FOS', 'NCOR1', 'RELA', 'CCND1', 'BCL2', 'RBL2', 'RBL1']	0
DU145_TNF_PD0325901	GSK3BETA	1.48455952458857e-05	26	0	['CCND1', 'MYC', 'PPARGC1A', 'JUN', 'SMAD3', 'BCL2', 'PIN1', 'RBL2', 'CEBPB']	0
DU145_TNF_PD0325901	PRKDC	1.48731346526923e-05	27	0	['TRRAP', 'HNRNPU', 'MYC', 'PRKDC', 'HSP90AA1', 'H2AFX', 'RELA', 'MAPK8']	0
DU145_TNF_PD0325901	CSNK1E	3.88232270603089e-05	28	0	['CCND1', 'MYC', 'TUBB', 'CDKN2A', 'STAT1', 'SMARCA4']	0
DU145_TNF_PD0325901	SRC	4.47638345425475e-05	29	0	['RB1', 'SPI1', 'MYC', 'MYB', 'JUN', 'FOS', 'STAT1', 'BCL2', 'CEBPB', 'E2F4', 'TUBB', 'CCND1', 'SMAD3', 'CBL', 'MAPK1']	0
DU145_TNF_PD0325901	MAP3K7	5.85835241581413e-05	30	0	['HNRNPU', 'RUVBL2', 'SMAD3', 'HIST1H4A', 'HSP90AA1', 'TUBB', 'E2F4']	0
DU145_TNF_PD0325901	PRKCD	9.18927281475012e-05	31	0	['PRKDC', 'HIST1H3A', 'JUN', 'FOS', 'MAPK8', 'MAPK1', 'MAPK3', 'STAT1']	0
DU145_TNF_PD0325901	MAP2K1	9.19684007369352e-05	32	0	['CCND1', 'MYC', 'FOS', 'MAPK8', 'MAPK1', 'MAPK3']	0
DU145_TNF_PD0325901	TGFBR2	9.19684007369352e-05	33	0	['MYC', 'HSP90AA1', 'SMAD2', 'SMAD3', 'PML', 'SP1']	0
DU145_TNF_PD0325901	PRKACA	0.000100749282437647	34	0	['SPI1', 'PPARGC1A', 'JUN', 'FOS', 'DDB1', 'PIN1', 'HSP90AA1', 'RELA', 'CCND1', 'VDR', 'RB1', 'MYC', 'MYB', 'HIF1A', 'NCOR1', 'CDKN2A', 'BCL2', 'CEBPB', 'TUBB', 'SMAD4', 'SMAD3', 'RBL2', 'MAPK1']	0
DU145_TNF_PD0325901	DNA-PK	0.000130209638000329	35	0	['HSP90AA1', 'JUN', 'PRKDC']	0
DU145_TNF_PD0325901	MAP2K3	0.000138813222769705	36	0	['MAPK3', 'SMAD2', 'SMAD4', 'SMAD3', 'MAPK11']	0
DU145_TNF_PD0325901	INSR	0.000139110556832806	37	0	['CCND1', 'FOS', 'CBL', 'JUN', 'STAT1', 'HMGA1']	0
DU145_TNF_PD0325901	IKBKE	0.00015849538812663	38	0	['SKP1', 'TUBB', 'IRF1', 'CUL1', 'RELA', 'STAT1']	0
DU145_TNF_PD0325901	ATR	0.0002143601452755	39	0	['MSH2', 'PRKDC', 'CDK9', 'SP1', 'H2AFX', 'CDKN2A', 'PML']	0
DU145_TNF_PD0325901	GSK-3-B	0.000224443629856269	40	0	['CEBPB', 'RELA', 'CCND1', 'MYC']	0
DU145_TNF_PD0325901	MAPK10	0.000250818885135053	41	0	['MYC', 'FOS', 'JUN', 'CDKN2A', 'BCL2']	0
DU145_TNF_PD0325901	MAPK9	0.000273788106770999	42	0	['ATF2', 'CCND1', 'MYC', 'H2AFX', 'FOS', 'JUN']	0
DU145_TNF_PD0325901	CK2A2	0.000421105019796313	43	0	['MYC', 'HSP90AA1', 'HDAC2', 'RELA', 'JUN']	0
DU145_TNF_PD0325901	CDK9	0.000441194870711286	44	0	['RB1', 'CCNT1', 'SMAD3', 'CDK9']	0
DU145_TNF_PD0325901	EGFR	0.00056038662083144	45	0	['CCND1', 'PRKDC', 'HIST1H3A', 'JUN', 'HSP90AA1', 'FOS', 'CBL', 'STAT1']	0
DU145_TNF_PD0325901	LYN	0.000914286214502942	46	0	['SPI1', 'YY1', 'CCND1', 'MYC', 'CSNK2A1', 'CBL', 'STAT1']	0
DU145_TNF_PD0325901	PKCIOTA	0.0010821912353718	47	0	['RELA', 'CCND1', 'RUVBL2', 'HSP90AA1']	0
DU145_TNF_PD0325901	RPS6KA1	0.00125193852363092	48	0	['FOS', 'CEBPB', 'MAPK1', 'MAPK3', 'JUN']	0
DU145_TNF_PD0325901	CHEK1	0.00129037576907494	49	0	['RB1', 'MYC', 'HIST1H3A', 'NELFE', 'TUBB', 'FOS', 'H2AFX', 'E2F4']	0
DU145_TNF_PD0325901	NPM/ALK	0.00131335708031876	50	0	['MSH2', 'STAT1']	0
DU145_TNF_PD0325901	PKCEPSILON	0.00131943501347109	51	0	['HSP90AA1', 'MAPK1', 'MAPK3', 'SP1', 'BCL2']	0
DU145_TNF_PD0325901	PRKCZ	0.00146245505195861	52	0	['RELA', 'MAPK1', 'MAPK3', 'SP1', 'PIN1']	0
DU145_TNF_PD0325901	CHUK	0.00153810585126556	53	0	['CCND1', 'MYC', 'TUBB', 'NCOR1', 'RELA']	0
DU145_TNF_PD0325901	GSK3A	0.00168462868535867	54	0	['CCND1', 'MYC', 'CEBPA', 'CEBPB']	0
DU145_TNF_PD0325901	IKK-A	0.00182734330759215	55	0	['CCND1', 'RELA']	0
DU145_TNF_PD0325901	JAK2	0.00192860249636881	56	0	['HIST1H3A', 'MAPK1', 'MAPK3', 'STAT1']	0
DU145_TNF_PD0325901	IKBKB	0.00196034020736943	57	0	['HNRNPU', 'TUBB', 'FOS', 'RELA', 'CDKN2A']	0
DU145_TNF_PD0325901	PBK	0.00206832707315749	58	0	['HIST1H3A', 'E2F4', 'JUN']	0
DU145_TNF_PD0325901	VRK1	0.00254873217319237	59	0	['ATF2', 'HIST1H3A', 'JUN']	0
DU145_TNF_PD0325901	MELK	0.0028126428320051	60	0	['SMAD2', 'SMAD4', 'SMAD3']	0
DU145_TNF_PD0325901	CDK8	0.00309280333916284	61	0	['HIST1H3A', 'SMAD3', 'STAT1']	0
DU145_TNF_PD0325901	RSK3	0.00309405161836349	62	0	['MAPK1', 'MAPK3']	0
DU145_TNF_PD0325901	CDK6	0.00338953020557883	63	0	['RB1', 'CEBPA', 'RBL2']	0
DU145_TNF_PD0325901	CDK3	0.00403388366612546	64	0	['RB1', 'JUN', 'CDK2']	0
DU145_TNF_PD0325901	AURKB	0.00409851271431653	65	0	['RB1', 'YY1', 'PRKDC', 'HIST1H3A', 'PIN1', 'NELFE']	0
DU145_TNF_PD0325901	MAP3K8	0.00413542816546716	66	0	['PIM1', 'HSP90AA1', 'MAPK1', 'MAPK3']	0
DU145_TNF_PD0325901	PKBALPHA	0.00507865765545077	67	0	['MYC', 'PRKDC', 'PPARGC1A', 'RELA', 'SMAD2', 'SMAD3', 'HSP90AA1']	0
DU145_TNF_PD0325901	LCK	0.00582109397558118	68	0	['SPI1', 'IRF1', 'CBL', 'MAPK1', 'MAPK3', 'STAT1']	0
DU145_TNF_PD0325901	RET	0.00639350265778489	69	0	['MAPK8', 'MAPK1', 'MAPK3']	0
DU145_TNF_PD0325901	CDK7	0.00669144753428407	70	0	['GTF2F1', 'CDK9', 'CDK2', 'TAF3']	0
DU145_TNF_PD0325901	PAK2	0.00699351956740844	71	0	['MYC', 'SMAD2', 'JUN', 'HIST1H4A']	0
DU145_TNF_PD0325901	PLK3	0.00732852651311488	72	0	['ATF2', 'HIF1A', 'JUN']	0
DU145_TNF_PD0325901	BRD2	0.00758332881115713	73	0	['RB1', 'RBL2']	0
DU145_TNF_PD0325901	TBK1	0.00795358718910321	74	0	['RUVBL2', 'TUBB', 'RPL11', 'RELA']	0
DU145_TNF_PD0325901	MAP3K14	0.00861565110179344	75	0	['HNRNPU', 'RUVBL2', 'TUBB', 'RPL11', 'STUB1']	0
DU145_TNF_PD0325901	ACTR2B	0.00987757565094634	76	0	['SMAD2', 'SMAD3']	0
DU145_TNF_PD0325901	MAPK12	0.0101254286370668	77	0	['ATF2', 'CCND1', 'FOS', 'JUN']	0
DU145_TNF_PD0325901	FYN	0.0115527244659086	78	0	['SPI1', 'FOS', 'SIRT2', 'STAT1', 'CCND1', 'CBL']	0
DU145_TNF_PD0325901	PKCTHETA	0.0145967109698728	79	0	['MAPK8', 'MAPK1', 'MAPK3']	0
DU145_TNF_PD0325901	GSK3ALPHA	0.0145967109698728	80	0	['CCND1', 'MYC', 'JUN']	0
DU145_TNF_PD0325901	MAP3K1	0.0155392902319768	81	0	['RUVBL2', 'HIST1H4A', 'HSP90AA1', 'TUBB', 'DDB1']	0
DU145_TNF_PD0325901	PIM1	0.0160936057097994	82	0	['MYC', 'RELA', 'HIST1H3A']	0
DU145_TNF_PD0325901	CSNK2B	0.0183264668345176	83	0	['FOS', 'RUVBL2']	0
DU145_TNF_PD0325901	MARK4	0.0183264668345176	84	0	['SMARCA4', 'MAPK11']	0
DU145_TNF_PD0325901	CDKN1B	0.0189814494562745	85	0	['CDK2']	0
DU145_TNF_PD0325901	BAZ1B	0.0189814494562745	86	0	['H2AFX']	0
DU145_TNF_PD0325901	TRIM33	0.0189814494562745	87	0	['SMAD4']	0
DU145_TNF_PD0325901	HASPIN	0.0189814494562745	88	0	['HIST1H3A']	0
DU145_TNF_PD0325901	PCNA	0.0189814494562745	89	0	['CDK2']	0
DU145_TNF_PD0325901	TGM2	0.0189814494562745	90	0	['HIST1H3A']	0
DU145_TNF_PD0325901	EP400	0.0189814494562745	91	0	['TRRAP']	0
DU145_TNF_PD0325901	LYK5	0.0189814494562745	92	0	['SMAD4']	0
DU145_TNF_PD0325901	WEE1	0.0216300278963275	93	0	['HSP90AA1', 'CDK2']	0
DU145_TNF_PD0325901	PKD1	0.0229180754453096	94	0	['MYB', 'MAPK8', 'JUN']	0
DU145_TNF_PD0325901	ERBB2	0.023172775690249	95	0	['CCND1', 'HSP90AA1', 'NCOR1', 'STAT1']	0
DU145_TNF_PD0325901	IKKALPHA	0.0233675274568457	96	0	['HSP90AA1', 'RELA']	0
DU145_TNF_PD0325901	RPS6KA4	0.0251605604531608	97	0	['RELA', 'HIST1H3A']	0
DU145_TNF_PD0325901	PRKCQ	0.0278668394086449	98	0	['SPI1', 'SIRT2', 'HIST1H3A']	0
DU145_TNF_PD0325901	GTF2F1	0.0283383710953384	99	0	['GTF2F1']	0
DU145_TNF_PD0325901	MOK	0.0289084927910684	100	0	['MYC', 'JUN']	0
DU145_TNF_PD0325901	BTK	0.0289196182237368	101	0	['FOS', 'CBL', 'JUN']	0
DU145_TNF_PD0325901	UHMK1	0.0349177488589595	102	0	['SMAD2', 'SMAD4']	0
DU145_TNF_PD0325901	MAPK7	0.0349177488589595	103	0	['FOS', 'PML']	0
DU145_TNF_PD0325901	MAP3K3	0.0352840667613286	104	0	['RUVBL2', 'HIST1H4A', 'TUBB', 'DDB1', 'STUB1']	0
DU145_TNF_PD0325901	CDK5	0.0359657043868443	105	0	['RB1', 'MYC', 'HIF1A', 'BCL2', 'STUB1']	0
DU145_TNF_PD0325901	MAPK13	0.0368730618517958	106	0	['ATF2', 'FOS', 'JUN']	0
DU145_TNF_PD0325901	PRKACB	0.0370196301022026	107	0	['STAT1', 'FOS']	0
DU145_TNF_PD0325901	JAK1	0.0370196301022026	108	0	['HIST1H3A', 'STAT1']	0
DU145_TNF_PD0325901	EEF2K	0.0370196301022026	109	0	['MAPK8', 'MAPK11']	0
DU145_TNF_PD0325901	MAP3K20	0.037607194860044	110	0	['HIST1H3A']	0
DU145_TNF_PD0325901	DAPK1	0.0413650318185544	111	0	['MAPK3', 'PIN1']	0
DU145_TNF_PD0325901	CSK	0.0458922138299656	112	0	['CBL', 'PML']	0
DU145_TNF_PD0325901	AURORAA	0.0471945204296069	113	0	['CCND1', 'NCOR1', 'HDAC3']	0
DU145_TNF_PD0325901	PRKCB	0.0513301476423106	114	0	['ATF2', 'HIST1H3A', 'JUN', 'CCND1', 'BCL2']	0
DU145_TNF_PD0325901	CK1ALPHA	0.0528353501988956	115	0	['RB1', 'FOS', 'JUN']	0
DU145_TNF_PD0325901	ALK	0.0530057994054602	116	0	['RELA', 'HSP90AA1']	0
